the & quot 412
the middle of 412
right now , 411
, we need 410
it was the 409
them . and 407
. so in 405
; s <NUM> 404
, i want 403
, as a 403
a few years 403
. you see 403
on the other 402
, on the 401
they didn & 401
; ve seen 401
; ve done 401
. when you 400
about it , 400
; s so 399
, is that 399
<NUM> years old 399
the time . 399
want to do 398
, there was 398
; re looking 397
of all , 396
. we don 396
quot ; how 395
have to do 395
. i can 394
<NUM> , and 394
more than <NUM> 394
, but that 394
. ♫ ♫ 394
so you can 393
at all . 393
but that & 393
. there was 392
quot ; - 391
and when i 390
we know that 390
i couldn & 390
; - - 389
that we are 389
as you can 389
and then you 388
that i was 388
(applause) thank you 388
- to - 388
lot of people 388
s a lot 387
many of you 387
and then , 387
these are the 387
; t need 386
that there & 386
. for example 386
; ve had 385
and we have 384
the size of 383
one of them 383
, <NUM> , 383
saying , & 382
, but also 382
, at the 382
me , & 382
. they have 381
the idea of 379
go to the 378
; that & 378
quot ; in 378
you think about 377
. and one 377
going to have 377
the time , 376
. (laughter) (applause) 376
last <NUM> years 376
to me . 376
like that . 375
. in <NUM> 375
which is a 375
, what we 374
each other . 374
, we were 374
s a very 373
; s my 373
right now . 372
, by the 372
, and as 372
, when we 371
more and more 371
because of the 371
. but that 371
s not just 370
little bit of 370
quot ; now 369
world . and 369
so let & 368
the way that 368
. what we 367
i want you 367
it . it 365
; oh , 365
and there are 365
we have the 364
. and these 364
quot ; is 363
; ll see 363
in the same 361
the same thing 361
them , and 361
. so when 360
the most important 359
do that , 359
a long time 359
quot ; why 359
, all of 358
, as you 357
so if you 356
know , i 356
- - to 356
to do , 354
; s because 353
do that . 353
in new york 353
me , and 352
is not a 352
to give you 351
that this is 351
is a very 351
. but in 350
- - is 350
think about it 349
one of those 349
s going on 349
; s this 349
they said , 349
one of my 348
- and i 348
- this is 347
of it , 346
it - - 345
people in the 345
- that & 344
now , this 344
, don & 344
and i want 344
and i thought 344
. but you 344
, and to 343
; this is 343
i was in 342
, but in 342
of them . 342
. we were 342
, that we 341
. i know 340
turns out that 340
the number of 340
need to be 340
t know what 340
. but this 339
all the way 339
to talk to 339
is that it 339
would like to 339
; t work 339
i had a 339
a way to 338
<NUM> percent . 338
, with the 338
we had to 338
; s more 337
but there & 337
. when we 337
first of all 336
. on the 336
; s happening 336
quot ; they 336
; s another 335
quot ; if 335
; t like 335
. what & 335
and if we 335
. it has 335
, <NUM> percent 335
this , and 334
. what i 334
, as i 334
. so there 334
to make it 334
. and now 333
the future . 333
in the future 333
going to show 332
; s where 332
all of this 331
going to get 330
s not a 330
; and he 330
me . i 330
a bunch of 330
and then the 329
but i think 329
on the left 327
it is a 327
which is the 327
( video ) 327
, they were 326
world , and 326
- - so 325
, so it 325
if you can 325
and he & 325
if you have 325
; re trying 324
, he & 324
in this case 323
it . & 322
: thank you 322
. but then 322
as well as 321
that . and 321
it , but 320
, which i 320
if we can 320
. now i 320
and what we 320
if you think 319
for us to 319
re trying to 318
quot ; or 318
, so you 318
all kinds of 317
- - not 316
the power of 316
can see the 315
it . but 315
if it & 315
. some of 315
but we & 315
; d be 315
give you a 314
; you know 313
. so they 313
so , we 313
on the right 312
; re just 312
- - which 312
go back to 312
that there are 311
over the world 311
, you see 310
, what & 309
that if you 309
to say that 309
, as we 309
, the more 309
, for the 309
a sense of 309
<NUM> , i 309
can see , 309
a piece of 308
. at the 308
, actually , 306
, if i 306
- - <NUM> 306
- i & 304
; t make 304
and i have 304
of the people 304
that , and 304
. we had 304
some of you 304
this . and 303
the ability to 303
; s kind 303
that is the 303
want to talk 302
s kind of 302
. of course 301
a number of 301
can see that 301
it is . 301
- - there 300
to do something 300
of us , 299
up in the 298
well , it 298
that was the 298
think about the 298
. right ? 298
now , we 298
; and the 297
the age of 297
, or the 297
ve got a 297
and say , 296
. (applause) thank 296
but this is 296
t have a 296
if you don 295
. she & 294
<NUM> . and 294
there , and 294
, again , 293
and in fact 293
and i can 293
it . we 293
for <NUM> years 292
, and all 292
; re talking 291
s what we 291
because i & 291
look at this 291
to deal with 291
that i had 291
: well , 291
what is the 291
and that was 291
were able to 291
the & # 290
. that was 290
. the second 290
united states , 290
. i am 290
of the brain 289
i think the 289
, <NUM> years 289
and when you 289
, we had 289
there . and 289
, all the 288
s what i 288
that - - 287
(laughter) & quot 286
kind of a 286
each other , 286
, and how 285
; s only 285
; and then 285
. we know 285
quot ; a 285
ago , i 285
rest of the 285
, but there 285
in this room 285
. and she 284
, and , 283
i decided to 283
on the planet 283
to see the 283
. and yet 282
, and now 282
and what i 282
, it would 282
, we don 282
. but when 281
all sorts of 281
we can see 281
because they & 280
come up with 280
think that & 280
to make the 280
; re seeing 280
. the other 280
, they are 280
is - - 279
in other words 279
: morton bast 278
it looks like 278
. all of 278
it is , 277
well , we 277
i would like 277
: it & 277
, because you 277
of them , 276
and i would 276
. and for 276
, & # 276
shouldn & # 275
going to go 275
time , and 275
if we could 275
my life . 275
they want to 275
and all of 274
and here & 274
. and of 274
on top of 274
, too . 273
, and my 273
? i & 273
and yet , 273
; s that 273
know how to 273
, where we 273
. but they 273
and then they 272
and i had 272
that kind of 272
it can be 272
has to be 271
, but not 271
to create a 271
to get the 271
for instance , 271
of <NUM> , 271
but it was 271
so on . 271
time . and 271
this was a 270
so what we 270
for me . 270
; t it 270
. however , 269
; s , 269
, you get 269
what they & 269
. now we 268
and it is 268
this - - 268
that is , 268
<NUM> , the 268
we look at 267
quot ; she 267
. he said 267
and i don 267
quot ; because 267
and you know 267
that , i 267
over the last 267
a group of 267
in the past 266
; we & 266
, what i 266
, the first 266
. i didn 264
looking at the 264
, is the 264
the first thing 264
. but , 264
that doesn & 264
, but what 263
, they have 263
quot ; which 263
the same way 263
up , and 263
other words , 263
need to do 262
things that we 262
. in this 262
, like the 262
and they were 262
is what we 262
; no , 261
parts of the 261
that would be 261
the beginning of 261
in the first 261
. as a 260
years old , 260
united states . 260
; m just 260
- - & 259
; ve ever 259
in the morning 259
- - if 259
you see the 259
the problem is 258
of all the 258
; s important 258
so , the 258
, to the 258
when it comes 257
word & quot 257
, he was 257
and & quot 257
. so now 256
and she said 256
some of them 256
so there & 256
this is one 256
is that , 256
is something that 255
the other side 255
there was no 255
but they & 255
in the u 255
quot ; yes 254
and he was 254
; t understand 254
; s still 254
years later , 254
; ve never 254
of thousands of 254
<NUM> or <NUM> 254
here , and 253
; i said 253
; t you 253
about <NUM> years 253
a part of 253
tell you that 252
that there is 252
of people who 252
- & quot 252
, a lot 252
because we & 252
; t go 252
as a result 251
i wasn & 251
, that i 251
in a very 251
it didn & 251
. if i 250
; you & 250
; re the 250
, and one 250
same time , 250
able to do 250
it in the 250
, even though 250
reviewer : morton 249
in the next 249
; (laughter) and 249
, that is 249
a lot more 248
of & quot 248
some of these 248
it is the 247
. you don 247
to you . 247
going to talk 247
. today , 247
a way that 247
; t mean 246
to each other 246
people , and 246
. it doesn 246
. so for 246
a bit of 246
all of you 246
going to take 245
, though , 245
so we can 245
that it was 245
. so how 245
now i & 245
it comes to 244
do you think 244
to get a 244
. i would 244
the future , 244
we wanted to 244
well , you 243
for you . 243
. ( video 243
a series of 243
well , the 243
the world is 243
thought , & 243
; t we 243
the word & 242
we think about 242
there are a 242
, instead of 242
do this . 241
to be in 241
re talking about 241
us , and 241
live in a 241
; m sure 241
, to be 241
been able to 240
, but this 240
, where the 240
what it is 240
what we do 240
and at the 239
if we & 239
. and to 239
years , and 238
. how do 238
, thank you 238
few years ago 238
to try and 238
, we could 238
. don & 237
there are many 237
i believe that 237
this case , 236
re looking at 236
, here & 236
i know that 236
, not just 236
this is my 235
with it . 235
translator : joseph 235
: joseph geni 235
joseph geni reviewer 235
geni reviewer : 235
up with a 235
a picture of 235
, let me 235
it could be 235
the idea that 235
this is how 234
, you don 234
<NUM> - - 234
i was going 234
that we need 234
the question is 234
- and - 234
about <NUM> percent 233
to change the 233
and the reason 233
life . and 233
i was <NUM> 233
, etc . 233
and all the 233
; s true 232
; t , 232
why don & 232
. and at 232
, in this 232
in my life 232
us . and 232
new york city 232
<NUM> million people 232
me . and 232
side of the 231
- you know 231
you can imagine 231
really , really 231
the history of 231
. & # 231
how can we 230
quot ; there 230
. do you 230
quot ; to 230
so we have 230
s not the 229
. and a 229
, is a 229
, how do 229
what i want 229
to it . 228
- - all 228
to get to 228
<NUM> years of 228
we had a 228
what to do 227
, with a 227
, i know 227
t have the 227
; ll have 227
to take a 227
this was the 227
up to the 227
, and not 227
so here & 226
came up with 226
, or a 226
; he said 226
many , many 226
, some of 226
(laughter) and i 226
tell you about 226
. and my 226
. she was 225
, what is 225
. (laughter) it 225
, at least 225
s a little 225
. okay , 224
. it can 224
was able to 224
, which means 223
. they can 223
of life . 223
, no , 223
. there were 223
i started to 223
to make sure 223
last year , 223
the amount of 222
, you could 222
, such as 222
- - what 222
and you have 222
of that , 222
, that was 222
quot ; my 221
to do the 221
, just like 221
. i just 221
of what we 221
women & # 221
every day . 221
to <NUM> percent 221
of the time 221
more likely to 220
now , if 220
know , the 220
; re really 220
i think this 220
. most of 220
do this , 220
to you , 220
what you see 219
the end , 219
; t tell 219
, so they 219
like that , 219
; and they 219
make sure that 219
, which are 219
i realized that 219
all right , 218
they have to 218
a look at 217
that we could 217
the next <NUM> 217
. ok , 217
, most of 217
quot ; hey 217
the story of 217
so , what 217
of us . 217
; ve heard 216
you can get 216
it . the 216
over and over 216
being able to 216
is not the 216
now , you 216
- - (applause) 216
that . i 216
out to be 216
. now the 216
here - - 216
people . and 216
and they are 216
them . so 215
, because that 215
that . but 215
. i wanted 215
whether it & 215
of my life 215
at this point 215
because that & 215
one & # 214
if you were 214
- - he 214
. they don 214
. and by 214
tell you , 214
, there were 214
; s good 213
so that we 213
want to know 213
? this is 213
and we were 213
i think i 213
, rather than 213
, i thought 213
that you have 212
. (laughter) now 212
; (laughter) & 212
s one of 212
hadn & # 212
as much as 212
, that the 212
: i & 212
. we all 212
years old . 212
, from the 212
for me to 212
, but if 211
? that & 211
we live in 211
quot ; when 211
life , and 211
; so i 211
would be a 211
have a lot 211
things that are 211
, who was 210
, what you 210
used to be 210
, and these 210
is in the 210
the future of 210
the planet . 210
, and also 210
. and all 210
; ve learned 210
many of the 210
so i think 210
, then you 209
no , no 209
and so the 209
was like , 209
i grew up 208
to us . 208
share with you 208
you go to 208
in the way 208
. i thought 208
. in a 208
the course of 208
, then we 208
, they can 208
. what is 207
t know . 207
; m talking 207
the first one 207
you . & 207
- - because 207
the answer is 206
now , what 206
going to happen 206
just a few 206
to be . 206
to build a 206
; m here 206
was in the 206
; so , 205
so let me 205
what we call 205
long - term 205
. i love 205
so , you 205
, in <NUM> 205
; t the 205
is the most 204
. i said 204
and this was 204
they have a 204
a lot . 204
can do it 204
; t a 204
that they can 204
that they were 204
of the first 204
this is where 204
going on . 203
; re very 203
he says , 203
re not going 203
hasn & # 203
it will be 203
, you will 202
this is just 202
well , that 202
? and i 202
what if we 202
to do a 202
, the most 202
and so forth 202
; s pretty 202
, you might 202
, i went 202
, these are 202
, it will 202
when we & 202
now we & 201
is that you 201
how many of 201
so much . 201
; t believe 201
for a long 201
at that time 201
; re actually 201
, so the 200
the center of 200
when they & 200
middle of the 200
talk about the 200
and when we 200
on it . 200
every day , 199
that it is 199
; now , 199
were going to 199
time , i 199
, and yet 199
, i am 199
; s hard 199
- - or 199
; s when 199
, i got 199
do . and 199
, but he 199
what are the 199
going to make 198
. now this 198
going to tell 198
, and at 198
people don & 198
that in the 198
when it & 198
. why ? 198
; s nothing 198
to go back 198
, it can 198
of life , 198
<NUM> percent , 197
this isn & 197
in the end 197
and what & 197
at a time 197
; and that 197
, i started 197
figure out what 197
is what i 197
; and so 197
i say , 197
; s time 197
people who have 197
some kind of 196
. what you 196
was one of 196
, and for 196
that . so 196
, where you 196
for the last 196
, we will 196
a matter of 196
that , we 196
is that they 196
it in a 196
; and & 196
to find out 195
do it , 195
, say , 195
talk to you 195
something like this 195
that time , 195
, where i 195
you . i 194
would have been 194
the other hand 194
you , and 194
the same . 194
the brain . 194
so what i 194
lot of the 194
, what do 194
where we & 194
i used to 194
; ve just 193
question is , 193
of them are 193
, i could 193
t know how 193
; t actually 193
and then it 193
take a look 193
<NUM> billion dollars 193
so you & 192
and there was 192
as long as 192
out how to 192
i like to 192
, really , 192
the internet , 192
an example of 192
here . and 191
it is not 191
<NUM> and <NUM> 191
. by the 191
one day , 191
. we also 191
; t matter 191
it has to 191
these kinds of 191
little bit about 191
, i just 190
i think there 190
to think of 190
that , in 190
so , this 190
a & quot 190
all of a 190
of a sudden 190
what it & 189
down to the 189
, which we 189
that is a 189
, who & 189
<NUM> ; <NUM> 189
t know if 189
that i could 188
out in the 188
on the ground 188
he didn & 188
of the earth 188
, not only 188
in the & 188
the internet . 188
do you know 187
(laughter) now , 187
it , you 187
that , you 187
? now , 187
, she & 187
the way to 187
let me show 187
had to be 187
turns out , 187
the only way 186
you know that 186
it , it 186
a sort of 186
that , but 186
that i think 186
, and even 186
. as you 186
. first , 186
to share with 186
that can be 186
; and it 186
to have to 186
s just a 186
. the problem 186
. again , 185
; s interesting 185
and finally , 185
of that . 185
. in other 185
there are no 185
we can use 185
went to the 185
and we need 185
how to do 185
want to tell 185
that there was 185
(laughter) it & 184
, when the 184
know , it 184
know , we 184
; s on 184
and as a 184
; i don 184
is , we 184
<NUM> million dollars 184
i thought i 184
just going to 184
up to <NUM> 183
figure out how 183
on . and 183
. what do 183
for all of 183
; s our 183
; re working 183
going to see 183
, because there 183
of these things 183
let me tell 183
me tell you 183
it to the 183
of people , 183
. a lot 183
, we know 183
you - - 183
that was a 183
you didn & 182
you know . 182
get to the 182
those of you 182
of this , 182
; s some 182
(laughter) - - 182
a lot about 182
i would say 182
me show you 182
little bit more 182
out there . 182
, trying to 182
today & # 182
the surface of 182
men and women 181
and again , 181
now , it 181
most of us 181
; ll get 181
to work with 181
we going to 181
they can & 181
. it turns 181
, but a 181
you see here 181
; re also 181
; s great 181
would say , 181
, it doesn 180
trying to do 180
is not just 180
and the other 180
that i have 179
we can make 179
that we don 179
. (laughter) the 179
t know , 179
(laughter) so , 179
that way . 179
but you can 179
it as a 179
it . you 179
you . and 179
you get a 179
and these are 179
, this was 179
, the world 179
; s go 179
, it has 179
want to go 179
this . i 179
first time , 179
supposed to be 179
something that & 179
one of our 179
. k . 179
of this . 178
thing is , 178
this , i 178
. so as 178
they say , 178
. we want 178
thank you for 178
exactly the same 178
but i was 178
out of a 177
top of the 177
; they & 177
? what if 177
the back of 177
well , what 177
are we going 177
; hey , 177
, because if 177
, even if 177
; d been 177
at the beginning 177
<NUM> / <NUM> 177
the way . 177
- a - 177
. i went 177
, ♫ ♫ 177
part of a 176
all of that 176
the top of 176
; s probably 176
- - as 176
lot of time 176
; t take 176
what do we 176
at some point 176
♫ ♫ and 176
is that there 175
people - - 175
; ll just 175
you so much 175
, when they 175
and on the 175
that if we 175
by the time 175
so i was 175
we all know 175
think this is 175
and i went 175
for it . 175
<NUM> , we 175
the brain , 174
you know ? 174
you have the 174
other hand , 174
back in the 174
to find a 174
thank you so 174
day , and 174
, but when 174
? how do 174
; s take 174
thank you , 174
was the first 174
and as you 174
as well , 173
; and she 173
; it was 173
. and finally 173
t need to 173
with each other 173
, like a 173
. so these 173
kind of like 173
is , i 173
and i started 173
; if you 173
needs to be 173
was a very 173
years , i 173
; re using 173
what kind of 173
and you see 173
if there & 172
; yes , 172
now , in 172
m not going 172
; s now 172
. all right 172
, i didn 172
the face of 172
, the way 172
and what you 172
in this country 172
of you , 172
for us , 172
, we would 172
- - like 172
fact , the 171
, where they 171
way that we 171
if you go 171
but it is 171
the ones that 171
there are some 171
we should be 171
to the world 171
, i mean 171
; s always 171
way . and 171
bit of a 171
of the day 171
to them . 171
you . thank 171
. they had 171
so if we 170
was <NUM> years 170
what we need 170
; t look 170
. instead , 170
in the brain 170
, because of 170
after all , 170
here in the 170
if i & 170
quot ; as 170
in which we 170
and i know 170
want to make 170
on , and 170
here is a 170
that they are 170
and so what 170
know , you 170
want to get 169
if they & 169
. that means 169
- (laughter) - 169
, who are 169
& amp ; 169
in the room 169
for us . 169
and by the 169
can tell you 169
as soon as 169
, kind of 169
you can actually 169
this is actually 169
♫ ♫ i 169
is & quot 168
quot ; do 168
and they said 168
the world of 168
this sort of 168
of the human 168
m talking about 168
. i believe 168
that i would 168
at the top 168
it is that 168
couple of years 168
; s look 167
the other . 167
; t say 167
all of our 167
the one that 167
you can go 167
the world that 167
. so he 167
have to have 167
years . and 167
ago , and 167
; s see 167
. think about 167
. and even 167
have to go 167
but in the 167
; d have 167
, you need 167
. the only 167
that we were 167
you a little 167
and there is 167
this . this 167
about this . 167
, that it 166
, that they 166
about that . 166
because i was 166
the middle east 166
. yes , 166
at the bottom 166
do you want 166
for the next 166
every one of 166
is , & 166
when you look 166
to understand the 166
and a lot 166
in it . 166
there are <NUM> 166
me , i 166
the opportunity to 166
more than a 165
learn how to 165
i think you 165
- they & 165
the only thing 165
. and on 165
and it has 165
what happens when 165
all right . 165
like & quot 165
to live in 165
of the other 165
do , and 165
out , and 165
; s almost 164
show you a 164
. (laughter) this 164
, for instance 164
and they have 164
or & quot 164
. look at 164
of you who 164
he was a 164
. can you 164
to think that 164
now it & 164
we can actually 164
. (applause) so 164
tell you a 164
all of those 164
. the next 164
to see what 164
. i remember 164
of the universe 164
, you are 164
many of us 164
, but to 164
if you could 164
if you are 163
me - - 163
because there & 163
at the moment 163
the difference between 163
just want to 162
. as i 162
; re thinking 162
. it will 162
? i mean 162
of the united 162
is it that 162
work , and 162
. i started 162
, they don 162
to go . 162
. actually , 162
the good news 162
and some of 161
that you see 161
with you . 161
; s right 161
it , we 161
and look at 161
of all of 161
are in the 161
the thing that 161
; s too 161
together , and 161
time . so 161
and the way 161
so , it 161
, but for 161
this . so 161
; s quite 160
the university of 160
; ve made 160
a way of 160
and then he 160
what we did 160
there will be 160
, in my 160
u . k 160
, a little 159
of you have 159
; t care 159
world - - 159
we said , 159
, or you 159
look at it 159
had to do 159
; s say 159
think we & 159
and as i 159
. one is 159
this idea of 159
quot ; thank 159
what we have 159
and i got 158
; re on 158
and she & 158
a year . 158
me . & 158
, is to 158
out there , 158
now , that 158
we decided to 158
it has a 158
it is to 158
them . i 158
in a world 158
quot ; where 158
; ve come 158
, and people 158
about this , 158
in the early 158
i would have 158
that he was 158
age of <NUM> 158
the cost of 158
where you can 158
, that you 157
now , and 157
. he had 157
do that ? 157
so i want 157
; ve all 157
up . and 157
, as the 157
? and the 157
you see a 157
we are . 157
i can tell 157
the world and 157
new york , 157
of the <NUM> 157
things that i 157
said to me 157
it ’ s 157
the name of 156
when i & 156
in , and 156
[ & quot 156
and so it 156
with me . 156
because it was 156
- - one 156
the people in 156
; s your 155
what we can 155
. so a 155
want to see 155
- and this 155
i need to 155
now , when 155
. but now 155
away from the 155
, and here 155
is the first 155
, and our 155
: yeah , 155
we were able 155
; thank you 155
wanted to do 155
and we had 155
a little more 154
; t that 154
; s it 154
and we are 154
but there are 154
if we want 154
. no , 154
really want to 154
so i went 154
we are not 154
there are two 154
, because this 154
think of the 154
here is the 154
get out of 153
talking about the 153
- - well 153
of things . 153
because this is 153
this , but 153
children & # 153
for them . 153
fact , it 153
and then there 153
it , because 153
s a great 153
to focus on 153
the other thing 153
, who is 153
and , you 153
. when the 153
to - - 152
is kind of 152
quot ; let 152
and what they 152
to us , 152
thing is that 152
this is something 152
quot ; ] 152
; m trying 152
. and just 152
; re still 152
. for the 152
that they have 152
, you would 152
we can get 152
want to show 152
i look at 152
in & quot 151
- the - 151
; there & 151
do you do 151
, and some 151
. but as 151
and for the 151
; t going 151
- - these 151
what i was 151
and she was 151
that we had 151
, and of 150
, it turns 150
is just a 150
i got a 150
half of the 150
now , there 150
; d say 150
next <NUM> years 150
so that they 150
, and those 150
i was born 150
, if they 150
. you could 150
in the process 150
; m really 150
. and after 150
because if you 150
to take the 150
this is really 150
, and with 150
, in which 150
t have any 150
, we see 149
? is it 149
a few months 149
front of the 149
point of view 149
. but here 149
. how many 149
why ? because 149
told me that 149
it . (laughter) 148
looked at the 148
of you . 148
fact , i 148
right ? and 148
quot ; look 148
can we do 148
way , and 148
have access to 148
; (laughter) so 148
, i believe 148
, i will 148
to you about 148
i am a 148
this , we 148
i began to 148
work . and 148
. i got 147
is a little 147
or not , 147
they need to 147
where we are 147
then there & 147
on the internet 147
when you have 147
. (applause) and 147
based on the 147
give you an 147
