to show 1079
to give 1078
a way 1078
- that 1075
i went 1075
; we 1074
be the 1069
, by 1068
life , 1059
do we 1056
it would 1055
you do 1053
i did 1053
then , 1051
i got 1048
the idea 1046
could be 1045
how we 1045
kinds of 1044
the brain 1043
s just 1038
to look 1038
think , 1035
. all 1034
when the 1033
i started 1033
i didn 1029
to use 1025
to know 1024
, on 1021
but what 1019
or a 1016
no , 1015
you a 1011
to understand 1011
of your 1009
at this 1009
people are 1008
, from 1007
you look 1006
it can 1004
a couple 1000
out . 999
then we 999
: i 995
end of 993
i do 990
about a 989
to create 988
and all 986
she was 986
a good 982
u . 982
here is 980
people in 980
, these 976
the problem 976
work . 972
take a 971
and my 971
has a 969
going on 968
the whole 967
i just 967
like that 967
we see 958
i wanted 956
is this 955
went to 953
t want 951
self - 950
in which 949
one , 947
where the 945
to come 944
the one 939
a great 938
, let 937
but you 935
the middle 933
their own 932
the things 931
not the 930
year , 927
we all 926
thing . 926
a big 925
that he 924
: & 924
; well 924
do , 923
they don 923
one . 918
actually , 918
the second 916
up in 914
today . 913
then i 910
if they 910
to help 909
it doesn 908
there were 908
number of 906
? so 903
think it 900
(laughter) so 899
and how 895
; what 895
we think 894
give you 892
by a 892
in order 892
new york 891
well . 890
see that 889
, are 888
instead of 887
get a 887
that would 886
for us 882
turns out 881
but that 881
thousands of 880
the internet 874
was in 873
s . 872
all , 870
that in 870
day . 870
do is 869
is . 868
to my 867
when it 866
- year 863
at all 862
you might 862
to build 862
where you 861
if it 860
my life 859
they had 858
get to 857
, people 857
or the 855
so they 855
to change 855
should be 855
make it 854
thing that 853
. then 852
yes , 849
way that 848
much more 845
than the 843
a <NUM> 843
- a 838
we did 838
the fact 837
got a 837
sense of 837
about how 836
says , 836
couple of 835
s really 834
s been 833
who & 829
on , 828
at least 824
that can 824
it ? 823
order to 822
work , 821
what do 820
s very 820
might be 817
so many 817
and one 816
a bit 815
that if 815
lots of 815
later , 815
all these 815
of an 813
live in 813
? it 813
ca : 812
is one 811
to try 810
; but 808
do with 807
and now 805
believe that 800
idea of 799
it will 799
things , 797
and more 796
has to 795
d like 795
: the 795
s no 794
across the 794
the <NUM> 792
- (laughter) 791
of life 789
the very 789
but in 788
the question 788
so if 787
year - 787
had been 787
- to 786
over <NUM> 786
but there 785
a long 784
is in 783
but if 782
again . 781
you need 780
out there 780
this one 779
we should 777
you very 776
. why 776
are you 773
- you 773
about what 772
you will 768
right , 768
how many 766
where i 766
people to 766
right . 765
wouldn & 765
up and 764
is just 763
oh , 762
these things 762
then you 761
get the 760
(laughter) i 759
say that 756
; that 754
are going 752
was that 751
what happens 747
to start 747
you go 746
that a 746
at that 745
first time 745
. at 743
for you 743
to put 743
it turns 742
fact that 741
, an 741
. s 740
is actually 739
the u 739
we get 738
and for 736
; they 736
thinking about 736
a year 736
was , 735
and our 735
the new 733
thought , 732
was going 731
in . 729
they do 728
come to 726
a different 726
s about 723
the human 723
. some 723
not going 722
i believe 722
to that 721
out to 721
to us 719
in , 717
we would 717
? we 716
the more 715
decided to 714
up the 714
is really 713
together , 712
( music 712
, maybe 711
every day 711
think we 711
together . 711
, was 710
and here 710
the city 709
year . 708
other people 707
bit of 707
how much 706
very , 705
that people 704
can we 702
the & 702
(laughter) but 701
is very 701
for <NUM> 700
started to 700
and not 699
that ? 698
piece of 698
what was 696
. our 695
we will 694
won & 693
you would 693
the story 693
the past 693
. people 693
problem . 692
way of 692
the top 691
, well 691
is about 690
are a 689
, some 689
- we 688
looked at 688
called the 687
a whole 687
all over 685
that has 685
and these 685
what if 684
he had 684
figure out 684
the rest 684
of time 683
the reason 683
as an 683
, more 682
with my 678
yeah , 675
in an 674
was not 674
the earth 673
- old 671
looks like 671
as it 669
for this 668
our own 668
know . 665
look like 664
talk to 663
based on 663
that will 662
in some 662
amount of 661
you were 661
to our 660
hundreds of 659
interested in 659
things like 658
front of 658
not to 658
but this 656
they would 656
a really 656
t really 655
out that 655
of his 652
; he 652
now we 651
now i 651
, your 649
. to 648
, really 647
of things 647
all . 646
if the 646
down to 645
are . 645
what are 645
i will 645
with you 643
t be 642
the planet 642
of how 640
okay , 639
that have 639
you that 637
she said 637
are , 637
where they 636
. ca 635
. no 634
, why 634
one is 634
to learn 633
terms of 631
i love 630
just like 629
ok , 629
the country 629
ago . 628
system . 627
story . 625
called & 624
years old 624
music ) 622
world & 621
in terms 620
t do 619
on my 619
change the 619
no one 619
about that 619
and of 616
really , 616
have an 615
because you 615
? how 614
t think 614
. on 613
ability to 613
i found 612
know how 612
thing , 611
take the 611
to live 610
we call 610
s like 609
- in 609
for that 609
so in 608
many people 607
and <NUM> 607
in front 606
t even 606
s actually 606
the water 606
<NUM> to 605
re doing 604
but also 604
<NUM> billion 604
; this 603
is no 603
down . 603
time to 602
my own 602
? the 600
a single 600
see it 599
s all 599
go back 599
which was 596
which we 594
are in 593
(laughter) (applause) 591
can you 590
make the 589
hard to 589
the universe 587
see a 586
out the 586
had the 585
m a 585
the answer 584
the great 584
rest of 584
one thing 583
so let 583
s one 583
a small 583
, about 582
: so 582
put it 581
the real 581
this ? 580
the thing 580
then the 578
away from 578
? you 577
which i 576
to ask 576
a huge 576
can make 574
other . 572
thing is 572
may be 572
every single 571
t . 571
can get 570
t get 570
we started 570
between the 569
in one 568
down , 568
<NUM> people 568
was to 567
, actually 566
me that 566
and yet 565
on that 565
so when 564
- <NUM> 564
<NUM> dollars 564
- this 563
with that 563
do something 563
is something 562
and even 562
i saw 562
millions of 561
ll be 559
aren & 559
same time 559
. or 558
who have 558
. just 557
- they 557
the power 557
looking for 557
do the 556
system , 556
school , 556
a kind 555
and at 555
s also 554
it and 554
such a 553
the entire 553
few years 553
in his 552
, here 552
so there 552
one day 552
was <NUM> 551
so here 551
high - 551
after the 551
start to 551
something like 551
to - 550
just the 550
was an 549
all this 549
about . 549
you may 548
came to 548
the day 548
off the 547
; oh 547
, many 547
to them 546
told me 545
is so 545
people & 544
did not 544
the kind 544
create a 544
they could 544
way we 543
but then 542
and also 542
than <NUM> 541
working on 541
who is 541
haven & 541
here in 541
that were 541
i really 541
who was 540
and said 539
access to 539
saying , 538
me and 538
we go 537
s why 537
to keep 537
to share 537
are we 537
with it 536
? because 536
that means 535
years of 535
can actually 535
was very 534
- but 534
good . 534
change . 534
too . 533
the bottom 532
a place 531
a half 530
re in 530
and their 529
in all 529
tried to 529
is how 528
go . 528
with me 524
the point 524
him , 523
that when 522
before . 522
you just 521
people have 521
, can 520
about , 520
it could 520
, every 518
in these 518
<NUM> minutes 517
do not 517
him . 517
! & 517
lives . 517
? (laughter) 516
we found 516
and on 515
people that 515
just to 514
first , 514
last year 514
how it 513
back in 513
a problem 513
, too 511
we use 511
even though 511
on it 511
so on 510
re all 510
means that 509
; no 509
we just 509
, their 509
rather than 508
they said 508
them in 508
when he 508
non - 507
the beginning 507
a day 507
as they 507
of years 507
back , 507
these people 506
country , 506
to bring 505
the data 504
at <NUM> 504
that one 504
. right 504
to become 503
what happened 503
. not 502
to move 502
come from 502
future . 502
the two 501
to it 501
the big 501
s called 501
back . 501
a story 501
away . 499
the number 499
and just 499
do a 498
in new 498
we got 498
a second 497
case , 497
s in 497
have this 497
a world 496
the left 495
a better 495
i get 495
would you 495
that these 494
but when 494
how they 492
. ♫ 492
water . 491
i hope 490
on their 489
place . 489
in other 489
t see 489
or not 489
technology , 489
all that 488
: it 488
down the 487
be in 487
. by 487
you about 486
enough to 486
are all 486
well - 485
, after 485
been a 484
yet , 484
we also 484
re a 482
on earth 482
for them 482
do ? 482
was just 481
the ground 481
are very 480
to figure 480
i knew 480
see what 478
t just 478
during the 478
for all 478
in and 477
the sun 477
it wasn 474
supposed to 474
and some 474
i say 474
of , 473
some people 473
how the 473
group of 472
to your 472
, two 471
it all 471
on your 471
most important 471
i decided 470
on our 469
to , 468
deal with 467
to their 466
all right 466
want you 466
this kind 466
said that 465
a real 465
top of 465
no longer 465
example of 465
your own 464
i realized 464
one - 463
as much 463
in it 463
they will 463
where it 463
could have 463
back and 462
side of 461
. every 461
those who 461
it comes 460
it for 460
have no 460
long time 460
began to 460
s got 458
water , 455
. <NUM> 455
that that 455
of human 455
to . 454
than a 454
and his 454
it up 453
of being 453
the ocean 453
they want 453
no . 452
you had 452
and by 452
but not 451
climate change 451
form of 451
by <NUM> 451
be . 449
was really 449
i see 449
i remember 449
it looks 448
it into 448
. after 448
, has 448
, most 447
up a 446
you take 446
better than 445
is my 445
it as 445
the surface 445
to play 445
idea that 445
country . 445
an example 444
last <NUM> 444
one that 443
finally , 443
it on 443
a man 442
a sense 442
words , 442
that she 441
very important 441
work with 441
; in 441
: you 441
this : 440
made a 440
from this 440
we didn 440
more . 439
: we 439
percent . 439
brain . 439
i learned 439
the word 438
was so 438
. okay 437
. first 437
realized that 437
out in 437
better . 437
likely to 436
also , 436
. even 436
not . 436
it means 435
a woman 435
because there 434
then they 434
and with 434
as if 433
the case 433
the third 433
who were 432
this idea 432
. maybe 432
out and 431
we actually 431
how can 430
and make 430
parts of 429
two years 429
that all 428
find a 428
the size 427
it really 427
home . 427
a time 426
how you 426
was like 426
did . 426
what would 426
but , 425
that our 424
can use 424
it with 424
the moment 423
data , 423
would like 423
even if 423
, have 423
just as 423
is <NUM> 423
, including 422
and other 422
, now 422
what does 422
less than 422
so he 421
can go 421
same thing 421
s how 421
each of 421
through a 421
s something 421
, those 420
like . 420
with our 420
<NUM> times 420
- like 419
this thing 419
point , 418
come up 418
that could 418
with these 418
home , 417
hand , 417
more and 417
, especially 417
is : 417
know the 417
in many 417
bunch of 417
however , 416
school . 416
such as 416
a child 416
not be 415
middle of 415
we really 415
try and 415
could do 415
we look 414
; how 414
because , 414
the body 413
weren & 413
story , 413
my father 413
who had 411
it a 411
it takes 411
i feel 411
happen . 411
: what 411
you and 410
even more 410
for our 410
planet . 410
if there 409
does it 409
time i 408
i asked 408
idea . 408
and those 408
these two 408
size of 407
the ones 407
you the 407
with them 407
living in 407
s <NUM> 407
the air 407
every time 406
is there 406
needed to 406
a group 406
thinking , 406
. , 404
to actually 404
me a 404
other , 404
time in 404
, whether 403
they didn 403
technology . 403
my mother 403
ve seen 403
<NUM> and 403
any of 402
ve done 402
which are 401
s so 400
first of 400
we make 400
problem , 400
we put 400
and people 400
is called 399
found that 399
think the 399
with an 399
old , 399
power of 399
it does 399
re looking 399
a human 399
come back 399
two - 398
our lives 398
of its 398
they did 397
in africa 397
said to 396
; - 396
like you 396
have , 395
a picture 395
to happen 395
data . 395
i took 395
with their 394
the system 394
, though 394
to what 394
use the 393
would say 393
the biggest 392
under the 392
moment , 392
it out 392
. those 392
t need 391
get it 391
picture of 391
the back 391
question . 391
wrong . 391
sorts of 391
i couldn 391
i like 390
that time 390
is we 390
and say 389
a moment 389
. most 389
need a 389
i also 388
i call 388
ve had 388
does not 388
(applause) thank 388
and see 388
this way 387
three - 387
a piece 387
stuff . 387
the good 387
i came 386
to stop 386
africa , 386
age of 386
but he 385
that had 385
, something 385
know about 384
high school 384
what ? 384
go , 383
and over 383
your life 383
we went 383
work in 383
off . 383
at it 383
i felt 383
states , 383
’ s 383
so now 382
tend to 382
; now 382
days , 382
the process 382
know it 381
. today 381
five years 381
earth . 381
thing to 380
space . 380
call it 380
. ok 380
become a 380
the car 380
? why 379
set of 379
; is 379
million people 379
the ability 378
now the 378
: and 378
is now 377
those are 377
they get 377
and - 377
why we 376
them and 376
talked about 376
question is 376
make sure 376
we take 376
see this 376
or <NUM> 376
is also 375
s my 375
too much 375
see . 374
; if 374
it - 374
to an 374
sure that 374
different . 374
; why 374
this in 373
that way 373
else . 373
from my 373
of other 373
city , 373
it just 372
see how 372
can take 372
build a 372
? that 371
brain , 371
problem is 371
he would 371
it had 371
years later 371
for it 370
a number 370
a computer 370
why is 370
not have 369
a million 369
two , 368
her , 368
doing this 368
are actually 368
is where 368
very good 368
do i 367
very different 367
yeah . 366
tell me 366
ll see 366
true . 365
the truth 365
translator : 365
my first 365
the work 365
. with 365
having a 364
- up 364
why i 364
important to 364
money . 364
find out 363
you should 363
comes from 363
now that 363
what a 363
what he 363
to all 363
what this 362
the person 362
half of 362
we live 362
did you 362
ok . 362
: <NUM> 362
end up 362
story of 362
with all 362
, again 361
most people 361
women , 361
before , 361
actually a 361
what about 360
; or 360
; a 360
i made 360
be , 359
important . 359
with your 358
for your 358
space , 358
to solve 358
. of 358
children . 358
needs to 358
to leave 358
the government 358
place , 358
here we 357
she had 357
of one 357
room , 357
for their 356
children , 356
us that 356
had no 356
type of 355
question , 355
to people 355
look , 355
this case 355
because he 355
in those 355
just one 355
the room 355
the year 355
start with 355
: well 355
on to 355
starting to 355
much of 354
up on 354
reviewer : 354
s because 354
- is 354
because that 354
did it 354
of her 354
got the 354
myself , 354
being a 353
s this 353
, while 353
the computer 353
the public 353
are so 352
full of 352
with . 352
a more 352
good , 351
done . 350
that my 350
then it 350
can have 350
this time 350
comes to 349
- so 349
what to 349
world is 349
<NUM> : 349
human beings 349
what that 349
not that 349
very simple 348
wants to 348
about to 348
money , 348
is all 347
, don 347
like it 347
in america 347
thought that 347
and do 346
the largest 346
body . 345
why ? 345
and have 345
a certain 344
are some 344
long - 344
city . 344
the environment 343
history . 343
from that 343
focus on 343
future , 343
for my 343
one in 343
africa . 343
, do 342
came up 342
world of 342
working with 342
must be 342
understand the 342
okay . 341
out what 341
around . 341
t work 341
<NUM> hours 341
opportunity to 340
tell us 340
this year 340
can also 340
change , 340
example . 340
s more 339
. do 339
; <NUM> 339
itself . 339
can tell 339
from <NUM> 339
history of 339
you put 338
close to 338
they say 338
is because 338
it took 337
t like 337
s happening 337
so for 337
on top 337
a bunch 337
? this 336
in every 336
s another 336
use it 336
problems . 336
into this 336
. imagine 335
was no 335
thing i 335
work on 335
will not 335
see here 335
countries , 335
you all 334
s where 334
possible . 334
the global 334
] [ 334
works . 333
feel like 333
next to 333
; there 333
but as 333
go into 333
<NUM> or 333
their lives 333
before the 332
realize that 332
we find 332
for those 332
( video 332
we might 332
all kinds 332
am i 332
and get 332
this room 332
, three 331
. instead 331
you ? 331
have . 331
<NUM> miles 331
: that 331
something . 330
doing it 330
think this 330
to her 330
i need 330
you say 330
family , 330
with , 330
people were 330
of different 330
people and 330
the age 329
because if 329
every year 329
but a 328
begin to 328
video ) 328
but to 328
a question 327
go on 327
to one 327
re trying 326
an idea 326
the building 326
that to 326
information , 326
point of 326
was actually 326
are now 326
to speak 325
. many 325
is our 325
and every 325
well as 324
a young 324
and let 324
the center 324
like i 324
i met 324
the street 324
it makes 323
are more 323
seems to 323
you feel 323
was born 323
something about 323
: thank 323
the morning 323
dr . 323
away , 322
all those 322
out how 322
night , 322
that makes 322
old . 322
the west 322
over a 322
in india 322
you in 321
it that 321
how i 321
think i 321
the average 320
man , 320
yes . 320
: how 320
grew up 320
other things 320
were the 320
more , 320
only one 320
d be 320
i told 320
idea , 319
world that 319
go out 319
why do 319
- not 319
times , 319
here to 319
. can 319
the key 319
i should 319
to read 318
came out 318
that what 318
not , 318
after a 318
and actually 318
within the 318
put a 318
level of 317
re just 317
from one 317
states . 317
people like 317
young people 317
all about 316
those of 316
see in 316
the kids 316
will have 315
end , 315
this guy 315
before i 315
now you 315
the difference 315
of me 315
you make 314
it might 314
or you 314
care about 314
find the 314
, ok 314
because this 314
around , 314
the technology 314
is more 313
see if 313
; she 313
her . 313
may have 313
- which 313
its own 313
more of 312
go through 312
dollars . 312
but for 312
easy to 311
the state 311
we thought 311
series of 311
earth , 311
be very 311
ended up 311
listen to 310
have you 310
is why 310
inside the 310
and after 310
help us 310
, over 310
in there 310
and & 310
and again 309
a book 309
time and 309
though , 309
happened to 309
none of 309
are doing 309
three years 309
so how 308
the audience 308
a person 308
and maybe 308
things are 308
in its 308
lives , 308
and your 307
themselves . 307
for instance 307
so far 307
history , 307
for people 306
t make 306
has the 306
here are 306
they need 306
and look 305
willing to 305
you find 305
did , 305
) ( 305
the light 304
. is 304
s kind 304
happened . 304
the community 304
think you 303
seem to 303
(laughter) it 303
low - 303
good news 303
- there 303
america , 303
a global 303
was one 302
my favorite 302
thing about 302
or , 302
enough , 302
it also 302
are just 302
my family 302
the old 302
we wanted 302
for some 301
he says 301
whether it 301
in her 301
be more 301
and most 300
over and 300
i put 300
information . 300
to write 300
the front 300
exactly what 300
to deal 300
good at 300
unfortunately , 299
that for 299
of information 298
mind . 298
to protect 298
which means 298
kids , 298
important , 298
century , 298
quite a 297
a look 297
, without 297
experience . 297
side , 297
than that 297
of thousands 297
if that 296
i actually 296
? is 296
when she 296
to really 296
were able 296
to each 295
even the 295
food . 295
it seems 295
a while 295
understand that 295
now is 295
body , 295
<NUM> feet 295
using the 294
do to 294
job . 294
it works 294
might have 294
may not 294
to these 294
the us 294
types of 294
and because 293
to hear 293
great . 293
along the 292
re talking 292
to just 292
was this 292
over time 292
took a 292
at some 292
♪ ♪ 292
pretty much 291
you start 291
i looked 291
on in 291
you guys 291
: a 291
difficult to 291
the book 290
$ <NUM> 290
talking to 290
are really 290
who has 290
food , 290
with us 290
ways to 290
. think 290
this to 290
, through 290
this little 290
you what 289
person , 289
(laughter) & 289
no matter 289
to believe 289
that - 289
sense , 289
me in 289
give them 289
believe in 289
science , 289
second , 288
. another 288
- & 288
first thing 288
? now 288
it goes 288
be used 288
disease . 288
this has 287
s only 287
book , 287
an hour 287
really important 287
: yeah 287
what can 286
in any 286
so - 286
, sometimes 286
- term 286
i guess 286
was about 286
, such 285
time that 285
not in 285
a part 285
all sorts 285
something else 285
a car 284
is - 284
be an 284
instead , 284
time you 284
something , 284
other words 284
friends , 284
s , 284
and why 284
this picture 284
when a 283
moment . 283
to grow 283
things we 283
hey , 283
from our 283
countries . 283
more likely 282
is like 282
the main 282
but now 282
go and 282
many , 282
health care 282
made it 282
he is 282
(laughter) now 281
with his 281
he has 281
i look 281
at home 281
any other 281
re seeing 281
community . 281
, will 280
room . 280
about my 280
that really 280
or even 279
a result 279
. like 279
same way 279
they go 279
those things 279
of - 279
us a 279
that <NUM> 278
: morton 278
morton bast 278
like me 278
doing . 278
is still 278
very well 278
with some 277
so . 277
for . 277
times . 277
this point 277
too , 276
power . 276
people with 276
now this 276
word & 276
instance , 276
<NUM> of 276
the greatest 276
all around 276
exactly the 276
point . 276
i used 276
you really 276
that kind 276
two things 276
billion dollars 276
of new 276
bit more 275
shouldn & 275
. however 275
the web 275
. look 275
to feel 275
that as 275
there and 275
the early 275
beginning of 275
- based 275
person . 274
also a 274
a hundred 274
; because 274
mind , 274
, instead 274
community , 274
against the 273
to develop 273
god , 273
they all 273
have some 273
s that 273
on one 273
this country 273
to him 273
education , 273
get out 272
a much 272
, until 272
. from 272
set up 272
we saw 272
better , 272
a difference 272
we must 272
t it 272
where there 271
now in 271
on and 271
come in 271
society . 271
much , 271
your brain 270
anyway , 270
i go 270
us in 270
for an 270
, only 270
million dollars 270
the money 270
involved in 269
had this 269
no idea 269
process , 269
to explain 269
enough . 269
the road 269
disease , 269
a - 268
come out 268
according to 268
were going 268
and finally 268
months , 268
this - 268
and put 268
remember , 268
environment . 268
have any 268
that actually 268
by this 268
cancer . 268
not really 267
environment , 267
a week 267
; which 267
can imagine 267
does that 267
continue to 267
to school 267
then there 267
to turn 267
you like 267
off , 267
i never 267
(applause) and 267
t , 266
have in 266
here ? 266
think there 266
process . 266
to meet 266
you for 266
? but 266
war , 266
ways . 266
use of 266
became a 266
the heart 266
project , 266
did a 265
have that 265
with one 265
m just 265
so as 265
from all 265
women . 264
do they 264
have <NUM> 264
of water 264
of & 264
he did 264
; to 264
that doesn 264
others . 264
india , 264
at me 264
know if 264
and women 263
, perhaps 263
something to 263
importantly , 263
the little 263
love . 263
the face 262
an amazing 262
care of 262
which you 262
all know 262
war . 262
a . 262
of money 262
planet , 262
state of 261
- all 261
project . 261
ve ever 261
in life 261
were in 261
are <NUM> 261
other side 261
, look 260
number one 260
to run 260
your body 260
? if 260
s important 260
science . 260
was my 260
you how 259
do in 259
everything . 259
with <NUM> 259
cells , 259
the place 259
up there 259
to pay 259
i began 259
- if 259
of which 258
right here 258
; yes 258
today is 258
light . 258
love , 258
put the 258
are also 258
can i 258
family . 258
a large 258
- of 258
, would 258
should have 257
in - 257
and where 257
and many 257
answer is 257
reality . 257
the house 257
just about 257
my wife 257
put them 257
(applause) so 257
energy , 257
the history 257
and an 257
lot more 256
s still 256
a pretty 256
, new 256
t you 255
. his 255
life is 255
. two 255
get this 255
to save 255
, had 254
a simple 254
people on 254
out a 254
education . 254
t understand 254
a beautiful 254
ve never 254
t go 254
it didn 254
basically , 254
only <NUM> 253
this stuff 253
to call 253
take it 253
a kid 253
a series 253
, much 253
of data 253
was . 253
the streets 253
i wasn 252
days . 252
were a 252
be done 252
anything . 251
a high 251
re the 251
america . 251
we took 251
, thank 251
not even 251
, his 251
him to 251
also have 251
the american 251
(laughter) the 250
the space 250
and from 250
the population 250
they also 250
more about 250
share with 250
morning , 250
, using 250
world and 250
how did 249
it gets 249
knew that 249
indeed , 249
we now 249
my work 249
are being 249
the moon 249
percent , 248
language . 248
, put 248
much as 248
thought i 248
the wrong 248
- one 248
etc . 248
to buy 248
the sky 248
? they 248
t mean 247
idea is 247
hope that 247
are many 247
saying that 247
now it 247
